,AdaBoost_50,_id,buy_and_hold_50,elonmusk,katyperry,teslamotors,returns
47,-0.00116695083809,5782026e4a72502141cf4d94,-0.00180175700783,0.263256302822,0.0926644099499,0.644079287228,0.000634806169743
80,-0.00124591897095,578205f14a72502143184c20,-0.00186596521163,0.0503388016239,0.504933149345,0.444728049032,0.000620046240685
167,-0.00146052482911,578210994a7250318f3d8a13,-0.00207416104324,0.37703742672,0.305290810676,0.317671762603,0.000613636214128
119,-0.000823405591154,57820b754a7250318d1eb124,-0.00143673017481,0.0497927302254,0.0861665503142,0.86404071946,0.00061332458366
98,-0.00126564312113,578207e94a7250214490fb11,-0.00187841336577,0.117190940695,0.6352233274,0.247585731905,0.000612770244639
141,-0.00118134561868,57820e054a725031900cd801,-0.00179273834434,0.324906596683,0.411886316287,0.26320708703,0.000611392725656
237,-0.00121770778454,5782462b4a72503837205c11,-0.00180553504175,0.417879546563,0.403030529301,0.179089924136,0.000587827257217
0,-0.00137777422743,5781fd954a7250214490faf9,-0.0019306518528,0.202686115606,0.563038472127,0.234275412267,0.000552877625372
55,-0.0013819946479,578203514a72502141cf4d96,-0.00193470770974,0.187175200955,0.221785722759,0.591039076286,0.000552713061831
7,-0.00158127926885,5781fe0c4a72502143184c0e,-0.0021337470162,0.079277708567,0.471893346976,0.448828944457,0.000552467747355
83,-0.0012756094078,578206564a7250214490fb0d,-0.0018197152069,0.169100387296,0.415779446831,0.415120165872,0.0005441057991
191,-0.00129602701658,578213184a7250318e71fd4a,-0.00183650311549,0.430113491134,0.444315291226,0.12557121764,0.000540476098911
88,-0.00157740374491,578206cc4a72502143184c22,-0.00210706577067,0.314135602025,0.418536296821,0.267328101154,0.000529662025763
36,-0.00117462570888,578201234a72502143184c15,-0.00170028230664,0.300591388178,0.361835170186,0.337573441636,0.000525656597767
105,-0.00150571503692,57820a234a725031900cd7f8,-0.00202465942678,0.13499767405,0.34438851114,0.52061381481,0.000518944389862
196,-0.0011774264657,578213c34a725031900cd80f,-0.00168433915781,0.393464057128,0.302798247798,0.303737695075,0.000506912692105
215,-0.00135472191983,578243a24a72503837205c0b,-0.00185805309903,0.327077452119,0.273488169475,0.399434378406,0.000503331179197
236,-0.00105278339393,578246074a7250383670aa3e,-0.00154874904024,0.428253851367,0.27782982863,0.293916320002,0.000495965646317
34,-0.00104079064915,5782011c4a7250214490fb01,-0.00153468693969,0.27908142141,0.114651206128,0.606267372462,0.000493896290538
26,-0.00139162501068,5782003f4a72502143184c13,-0.00187384857822,0.424302948972,0.176855724589,0.398841326439,0.000482223567537
8,-0.00139659153835,5781fe464a72502141cf4d8a,-0.00187656308039,0.285346174169,0.623950017391,0.0907038084398,0.000479971542037
128,-0.00167146632129,57820cba4a725031900cd7fe,-0.00212754155561,0.180505485777,0.255750099961,0.563744414262,0.00045607523432
241,-0.00125507956998,578246954a72503835bf9bfe,-0.00171084895982,0.0108812519118,0.568599624544,0.420519123544,0.000455769389844
147,-0.00151276994573,57820e734a7250318f3d8a0e,-0.00196628212266,0.393164690537,0.0898810179084,0.516954291554,0.00045351217693
122,-0.00134742255526,57820be04a725031900cd7fc,-0.00179987013073,0.372435992004,0.316454023747,0.311109984249,0.000452447575469
218,-0.00158145386993,5782440d4a72503835bf9bf8,-0.00203170488641,0.429642000445,0.206895555435,0.36346244412,0.000450251016473
90,-0.00157195945629,578207204a72502141cf4d9f,-0.0020213224838,0.333458768292,0.205756319935,0.460784911773,0.00044936302751
108,-0.00137064503687,57820a8f4a7250318e71fd36,-0.00181939757743,0.543767078315,0.311922700792,0.144310220893,0.000448752540557
117,-0.00158998627066,57820b6e4a7250318e71fd38,-0.00203455982178,0.023581308069,0.609828393627,0.366590298304,0.000444573551118
13,-0.00168696398781,5781feeb4a7250214490fafc,-0.0021301573233,0.486105020324,0.492723042799,0.0211719368768,0.000443193335489
212,-0.00157972247844,578243694a7250383670aa38,-0.0020226263531,0.317562894979,0.446014210878,0.236422894144,0.000442903874665
189,-0.00120507123851,578213094a7250318d1eb136,-0.00164083636001,0.0436400026389,0.491038598025,0.465321399337,0.000435765121505
125,-0.00171357779484,57820c4d4a7250318e71fd3a,-0.00214487091396,0.225549645095,0.698809825619,0.0756405292864,0.000431293119117
231,-0.00111816838903,5782455a4a72503834a8d192,-0.00154805216223,0.355632661809,0.430289543508,0.214077794683,0.000429883773195
248,-0.00146534999316,5782474e4a7250383670aa41,-0.00189258694016,0.306098251744,0.295361672535,0.398540075722,0.000427236946999
19,-0.00164768939278,5781ff5b4a72502142286c27,-0.00206867469874,0.273697207382,0.387681044717,0.338621747901,0.000420985305956
158,-0.00163807167114,57820fb84a7250318d1eb12e,-0.00205652021012,0.030151565722,0.519720818144,0.450127616134,0.000418448538985
63,-0.0016719677224,578204334a72502141cf4d98,-0.00208697780288,0.265479399671,0.381636783688,0.352883816641,0.000415010080479
171,-0.00108308017341,578210f64a7250318f3d8a14,-0.00149297616446,0.0033750747064,0.522158958792,0.474465966502,0.000409895991046
240,-0.00161159996024,578246754a7250383670aa3f,-0.00201048916135,0.492512571257,0.257844334485,0.249643094258,0.000398889201111
111,-0.00131877463323,57820a964a7250318d1eb122,-0.0017028069337,0.299732791665,0.361787941612,0.338479266723,0.000384032300473
87,-0.00143452272493,578206c34a7250214490fb0e,-0.00181828530749,0.0677611248601,0.317387310301,0.614851564839,0.000383762582554
94,-0.00143617138443,578207904a72502141cf4da0,-0.0018166330008,0.441864858066,0.239828288409,0.318306853525,0.000380461616365
169,-0.00159010150884,578210ee4a7250318d1eb131,-0.00196461361975,0.180993765731,0.456962115382,0.362044118886,0.000374512110907
161,-0.00159274152105,5782101d4a7250318e71fd43,-0.00196093446246,0.476673549234,0.351479081277,0.171847369489,0.000368192941414
21,-0.0014981171633,5781ffc94a7250214490fafe,-0.00186600019089,0.362133247363,0.415654229513,0.222212523124,0.000367883027589
224,-0.00152346591255,578244bc4a7250383670aa3b,-0.0018876625108,0.671304971109,0.135445460887,0.193249568004,0.000364196598252
132,-0.00164507248905,57820d294a725031900cd7ff,-0.00200611676167,0.392234293287,0.486958618848,0.120807087865,0.000361044272621
234,-0.00152020904145,578245c04a72503837205c10,-0.0018800823638,0.373999668937,0.176378379395,0.449621951668,0.000359873322346
195,-0.00157773162421,578213844a7250318e71fd4b,-0.00193702979753,0.304260664555,0.358489045128,0.337250290316,0.000359298173316
136,-0.00165954106846,57820d964a725031900cd800,-0.0020158189303,0.444186059966,0.0737960793427,0.482017860691,0.000356277861834
85,-0.00126073706075,578206884a72502142286c38,-0.00159777581251,0.0639220220832,0.388538395913,0.547539582003,0.000337038751752
254,-0.00172127616027,578247dd4a72503837205c15,-0.00205181641953,0.778050256641,0.127087357023,0.0948623863358,0.000330540259262
217,-0.00156325388956,578244094a72503834a8d18f,-0.00188033209656,0.424807894283,0.293524006146,0.281668099571,0.000317078207
144,-0.00146498952448,57820e714a7250318d1eb12b,-0.00177702795405,0.215567466182,0.716203438191,0.0682290956265,0.000312038429564
54,-0.00164138772043,5782034a4a7250214490fb06,-0.00194997767934,0.420531730009,0.285546249879,0.293922020112,0.000308589958906
194,-0.00166372632451,5782137f4a7250318f3d8a1a,-0.00196977874467,0.169665949979,0.344230594859,0.486103455162,0.000306052420166
173,-0.00184370337512,578211594a7250318d1eb132,-0.0021441371299,0.178977653303,0.592069472035,0.228952874662,0.000300433754775
223,-0.00149514817521,5782447c4a72503835bf9bf9,-0.00179478344451,0.374150789449,0.23623436984,0.389614840711,0.0002996352693
2,-0.00138776226467,5781fd954a72502142286c23,-0.00168669242066,0.463815294569,0.260258632717,0.275926072714,0.00029893015599
170,-0.00159953509925,578210f44a7250318e71fd45,-0.00188485483085,0.164276040403,0.37888660146,0.456837358137,0.000285319731599
143,-0.00169846091029,57820e064a7250318f3d8a0d,-0.00197809603761,0.154535301434,0.632623579271,0.212841119295,0.000279635127321
145,-0.00155347505025,57820e714a7250318e71fd3f,-0.00183196157098,0.0581554939422,0.579301422544,0.362543083514,0.000278486520731
14,-0.00178751350883,5781feec4a72502142286c26,-0.00205735108263,0.418946942026,0.281189096064,0.299863961911,0.000269837573806
101,-0.00152970657393,578209b04a725031900cd7f7,-0.00178236389928,0.499097152917,0.414696119338,0.0862067277455,0.000252657325345
75,-0.00133045351674,5782057a4a7250214490fb0b,-0.00158204572933,0.237777239404,0.304928773119,0.457293987477,0.000251592212591
76,-0.00159320286221,578205844a72502143184c1f,-0.00183399441956,0.605883477381,0.301502302183,0.0926142204357,0.000240791557357
126,-0.00124811237486,57820c4e4a7250318f3d8a09,-0.00148635069826,0.229111223756,0.168841605112,0.602047171132,0.000238238323399
235,-0.00171156319867,578245cd4a72503834a8d193,-0.00193437535161,0.324625573101,0.311021017764,0.364353409135,0.000222812152938
160,-0.00182297942459,578210164a7250318d1eb12f,-0.00202217812347,0.0020241297425,0.544201864981,0.453774005276,0.000199198698878
131,-0.00162733099316,57820cbd4a7250318d1eb127,-0.00179740992499,0.0552649522123,0.0835871043634,0.861147943424,0.000170078931835
133,-0.00187971912921,57820d2a4a7250318f3d8a0b,-0.0020408510267,0.737898878155,0.249417657565,0.01268346428,0.000161131897492
24,-0.00165908850626,5781ffce4a72502142286c28,-0.00180578915195,0.274556484154,0.0865327150319,0.638910800814,0.000146700645683
221,-0.0018322193166,578244774a72503834a8d190,-0.00196680409856,0.58519654439,0.197703805538,0.217099650072,0.000134584781961
180,-0.00183007234346,5782120f4a725031900cd80b,-0.00195793661449,0.427609423373,0.290382057358,0.282008519269,0.000127864271032
238,-0.00166013276818,5782462b4a72503835bf9bfd,-0.00177537225343,0.295793820755,0.366730695995,0.33747548325,0.000115239485245
148,-0.00175052188756,57820edd4a7250318e71fd40,-0.00186029707304,0.678704480159,0.259433709045,0.0618618107955,0.000109775185485
253,-0.00183060163839,578247d94a72503835bf9c01,-0.00193172494591,0.398968492182,0.0810022270287,0.52002928079,0.000101123307517
70,-0.00182888450797,578205084a7250214490fb0a,-0.00192970365679,0.107079761529,0.0933720931938,0.799548145277,0.000100819148825
44,-0.00169623327213,578201ff4a72502143184c17,-0.00179193203191,0.57559740381,0.288239664906,0.136162931284,9.56987597799e-05
66,-0.00192956523645,578204964a7250214490fb09,-0.00202206409965,0.344101061887,0.25004395775,0.405854980363,9.24988632025e-05
214,-0.00143032917436,5782439d4a72503835bf9bf7,-0.00151145796045,0.0263752824944,0.348762982301,0.624861735204,8.1128786087e-05
159,-0.00163752171534,57820fbc4a7250318f3d8a11,-0.00170138597184,0.300924168164,0.314168678016,0.384907153821,6.38642564928e-05
157,-0.00186255943455,57820fb64a725031900cd805,-0.00190980387832,0.65901463873,0.0696602504172,0.271325110852,4.72444437757e-05
84,-0.00195798880605,5782065e4a72502143184c21,-0.00199731507279,0.494407946847,0.0958991902642,0.409692862889,3.93262667339e-05
95,-0.00193596102934,578207a14a7250214490fb10,-0.00193124913874,0.395968832078,0.127900286351,0.476130881571,-4.71189059603e-06
25,-0.0016423234909,5782003c4a7250214490faff,-0.00163562711651,0.638298855986,0.0892938030805,0.272407340934,-6.69637439404e-06
227,-0.00168816302133,578244ea4a72503835bf9bfa,-0.00167339446852,0.615265528323,0.198086679942,0.186647791735,-1.47685528155e-05
73,-0.00204483321794,578205434a72502142286c35,-0.00202930505352,0.169122405385,0.25612382604,0.574753768575,-1.55281644285e-05
106,-0.00183456395605,57820a244a7250318f3d8a04,-0.00181345774521,0.406553012716,0.400964610484,0.1924823768,-2.11062108343e-05
74,-0.00168515143533,5782056c4a72502141cf4d9b,-0.00166239120617,0.00293093605391,0.757657974933,0.239411089013,-2.27602291573e-05
187,-0.00202327951071,578212aa4a7250318e71fd49,-0.001993168473,0.436633847975,0.379198903578,0.184167248447,-3.0111037711e-05
78,-0.00169322406501,578205d84a72502141cf4d9c,-0.00166233912149,0.151151029678,0.134762565935,0.714086404387,-3.08849435206e-05
100,-0.00197030449746,578209af4a7250318e71fd34,-0.00192998879864,0.153111710538,0.548844999344,0.298043290118,-4.0315698815e-05
62,-0.00198670935922,578204274a7250214490fb08,-0.00193511456527,0.0488941285635,0.772466774011,0.178639097425,-5.15947939451e-05
210,-0.00211386429531,5782432d4a72503837205c0a,-0.00205830842519,0.530606562447,0.144011648203,0.325381789351,-5.55558701293e-05
225,-0.00187400504132,578244e54a72503837205c0e,-0.00181756210224,0.0641185651696,0.680143445545,0.255737989285,-5.64429390792e-05
65,-0.00214313805474,578204674a72502142286c33,-0.00207879810947,0.281100332524,0.495787404678,0.223112262798,-6.43399452736e-05
61,-0.00211624230713,578203f64a72502142286c32,-0.00205015887136,0.755798160116,0.165207384588,0.0789944552956,-6.60834357754e-05
140,-0.00189117165506,57820e044a7250318d1eb12a,-0.00182155465512,0.216284982221,0.481031436971,0.302683580807,-6.96169999489e-05
229,-0.00187907106338,578245544a72503837205c0f,-0.00180919674684,0.676861111313,0.248801470788,0.0743374178994,-6.98743165354e-05
29,-0.00180416253237,578200ab4a7250214490fb00,-0.00173365339058,0.0200906913602,0.467319433812,0.512589874827,-7.05091417893e-05
109,-0.00183055298448,57820a914a725031900cd7f9,-0.0017393663124,0.367303754837,0.139542703772,0.493153541391,-9.11866720785e-05
257,-0.00181623399046,578248474a72503835bf9c02,-0.00171462819266,0.0693792088549,0.563476172548,0.367144618597,-0.000101605797793
86,-0.00171964012818,578206ad4a72502141cf4d9e,-0.00161648249758,0.0568787163556,0.365149377033,0.577971906611,-0.000103157630599
82,-0.00215837762754,578206434a72502141cf4d9d,-0.00204764812735,0.527645996965,0.0865817151749,0.38577228786,-0.000110729500183
60,-0.00184567099198,578203c64a72502143184c1b,-0.00172988074824,0.403437241548,0.121718058941,0.474844699511,-0.000115790243738
113,-0.00192178387146,57820b004a7250318f3d8a06,-0.00180211809765,0.382777552019,0.256857109118,0.360365338863,-0.000119665773808
259,-0.00187562895106,578248674a72503834a8d199,-0.00174623235219,0.417841143442,0.253268849161,0.328890007396,-0.000129396598873
